"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.document_url","Answer.category.label","Approve","Reject"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3AAJC4I4FGRI93H30MI6CGKEHCBZJT","A1NCIKNP38QAK6","Approved","Mon Aug 17 14:07:24 PDT 2020","Mon Aug 17 14:07:39 PDT 2020","Tue Aug 18 14:07:39 PDT 2020","Mon Aug 17 14:23:30 PDT 2020","","","15","100% (5/5)","100% (5/5)","100% (5/5)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","No"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3E4GGUZ1T8QNECK9T094QKAKBSE2KP","A6Y7SZU9L301W","Approved","Mon Aug 17 14:11:01 PDT 2020","Mon Aug 17 14:11:41 PDT 2020","Tue Aug 18 14:11:41 PDT 2020","Mon Aug 17 14:23:30 PDT 2020","","","40","100% (1/1)","100% (1/1)","100% (1/1)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","No"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3JNQLM5FT4LYYI2RE0L55KNZ0SI2LR","A317GM9WTCHH5","Approved","Mon Aug 17 14:08:14 PDT 2020","Mon Aug 17 14:08:38 PDT 2020","Tue Aug 18 14:08:38 PDT 2020","Mon Aug 17 14:23:31 PDT 2020","","","24","100% (2/2)","100% (2/2)","100% (2/2)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","Yes"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3K772S5NP8AO72VHGZ18FT3HGE1EH0","ALHAFNWS5XFOU","Approved","Mon Aug 17 14:14:07 PDT 2020","Mon Aug 17 14:15:38 PDT 2020","Tue Aug 18 14:15:38 PDT 2020","Mon Aug 17 14:23:31 PDT 2020","","","91","100% (2/2)","100% (2/2)","100% (2/2)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","No"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3LOTDFNYA7YYA6Q2697EYEY473PFWF","AW99PGWI4S438","Approved","Mon Aug 17 14:02:11 PDT 2020","Mon Aug 17 14:02:47 PDT 2020","Tue Aug 18 14:02:47 PDT 2020","Mon Aug 17 14:23:31 PDT 2020","","","36","100% (1/1)","100% (1/1)","100% (1/1)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","Yes"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3LS2AMNW5FPNWM79T3RYTJPWB31OQ8","A19317A3X87NVM","Approved","Mon Aug 17 14:09:49 PDT 2020","Mon Aug 17 14:09:55 PDT 2020","Tue Aug 18 14:09:55 PDT 2020","Mon Aug 17 14:23:31 PDT 2020","","","6","100% (5/5)","100% (5/5)","100% (5/5)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","No"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3MAOD8E57Q9PNY89E2MD82LKIWLXN1","A1GV0UZU0T2ORS","Approved","Mon Aug 17 14:15:48 PDT 2020","Mon Aug 17 14:16:10 PDT 2020","Tue Aug 18 14:16:10 PDT 2020","Mon Aug 17 14:23:31 PDT 2020","","","22","100% (1/1)","100% (1/1)","100% (1/1)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","No"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3OB0CAO74HOMD7C8G0D2MWVXYQ4HYG","A26SW9MLAXOBAE","Approved","Mon Aug 17 14:08:14 PDT 2020","Mon Aug 17 14:08:56 PDT 2020","Tue Aug 18 14:08:56 PDT 2020","Mon Aug 17 14:23:31 PDT 2020","","","42","100% (3/3)","100% (3/3)","100% (3/3)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","No"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3RXPCZQMQPABN56UK5OBN98MC5GG1G","A2XK59FYAFO9EX","Approved","Mon Aug 17 14:02:20 PDT 2020","Mon Aug 17 14:03:40 PDT 2020","Tue Aug 18 14:03:40 PDT 2020","Mon Aug 17 14:23:32 PDT 2020","","","80","100% (3/3)","100% (3/3)","100% (3/3)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","Yes"
"301KG0KX9BKTP2L7XD15P8Y69GP2HK","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:14 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:14 PDT 2020","","","3X73LLYYQ1DS188U9Y4R5GXQU61HNR","A30ZX8YX21449F","Approved","Mon Aug 17 14:11:39 PDT 2020","Mon Aug 17 14:12:02 PDT 2020","Tue Aug 18 14:12:02 PDT 2020","Mon Aug 17 14:23:32 PDT 2020","","","23","100% (4/4)","100% (4/4)","100% (4/4)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9720421.html","No"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","30IQTZXKAK5M22G2DWKFXQP7A3A0XT","AA4KPDV3A2QQ9","Approved","Mon Aug 17 14:13:42 PDT 2020","Mon Aug 17 14:14:15 PDT 2020","Tue Aug 18 14:14:15 PDT 2020","Mon Aug 17 14:23:32 PDT 2020","","","33","100% (4/4)","100% (4/4)","100% (4/4)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","No"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","34T446B1C0DYZ457M0OSJD4X9LN0CS","A19317A3X87NVM","Approved","Mon Aug 17 14:16:07 PDT 2020","Mon Aug 17 14:16:12 PDT 2020","Tue Aug 18 14:16:12 PDT 2020","Mon Aug 17 14:23:32 PDT 2020","","","5","100% (5/5)","100% (5/5)","100% (5/5)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","Yes"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","36W0OB37HWDMIXMDCMFL034Z4K9ZHQ","A3NFGEUZAH9V5G","Approved","Mon Aug 17 14:14:46 PDT 2020","Mon Aug 17 14:14:57 PDT 2020","Tue Aug 18 14:14:57 PDT 2020","Mon Aug 17 14:23:32 PDT 2020","","","11","100% (4/4)","100% (4/4)","100% (4/4)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","Yes"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","3EG49X351UBHGD2HFL0W6RZYN6WX6R","A34AQDMF5GVHVY","Approved","Mon Aug 17 14:17:40 PDT 2020","Mon Aug 17 14:17:55 PDT 2020","Tue Aug 18 14:17:55 PDT 2020","Mon Aug 17 14:23:32 PDT 2020","","","15","100% (1/1)","100% (1/1)","100% (1/1)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","No"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","3HOSI13XHZN23GCFY87YIQ6YOA7DDX","A3LT965UO87C3F","Approved","Mon Aug 17 14:15:53 PDT 2020","Mon Aug 17 14:16:40 PDT 2020","Tue Aug 18 14:16:40 PDT 2020","Mon Aug 17 14:23:33 PDT 2020","","","47","100% (3/3)","100% (3/3)","100% (3/3)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","No"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","3JPSL1DZ5SYDRL0G3SUZOUAMHBCNAN","A19Y8QDS9ABVD4","Approved","Mon Aug 17 14:16:17 PDT 2020","Mon Aug 17 14:16:36 PDT 2020","Tue Aug 18 14:16:36 PDT 2020","Mon Aug 17 14:23:33 PDT 2020","","","19","100% (1/1)","100% (1/1)","100% (1/1)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","No"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","3P4RDNWND55WEDST0IUKCLHOLZBIJH","A30ZX8YX21449F","Approved","Mon Aug 17 14:12:36 PDT 2020","Mon Aug 17 14:13:01 PDT 2020","Tue Aug 18 14:13:01 PDT 2020","Mon Aug 17 14:23:33 PDT 2020","","","25","100% (4/4)","100% (4/4)","100% (4/4)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","No"
"302OLP89DY6RDX5VO0GJKZKO8CCACQ","36ENCJ709J8WC06EPA4JOHGF537KEH","Is this a tech job?","Classify job ads as tech/non-tech","jobs, occupations, classification, text","$0.04","Mon Aug 17 14:01:18 PDT 2020","10","BatchId:4154922;OriginalHitTemplateId:928390860;","120","86400","Mon Aug 24 14:01:18 PDT 2020","","","3URFVVM165HRNJSXCLMKJITPYSBZUR","A3S45RWBG68ZSG","Approved","Mon Aug 17 14:15:06 PDT 2020","Mon Aug 17 14:15:21 PDT 2020","Tue Aug 18 14:15:21 PDT 2020","Mon Aug 17 14:23:33 PDT 2020","","","15","100% (3/3)","100% (3/3)","100% (3/3)","https://s3.eu-central-1.amazonaws.com/com.radbrt.wfh/html_jobs/job9821459.html","Yes"
